model,task,fold,seed,subject_id,selector,session,BA
EEGNet,OpenBMI_MI,1,1,54,PU,S2,0.625
EEGNet,OpenBMI_MI,1,1,54,U_only,S1,0.609375
EEGNet,OpenBMI_MI,1,1,54,U_only,S2,0.625
EEGNet,OpenBMI_MI,1,1,54,P_only,S1,0.640625
EEGNet,OpenBMI_MI,1,1,54,P_only,S2,0.703125
EEGNet,OpenBMI_MI,1,2,4,PU,S1,0.625
EEGNet,OpenBMI_MI,1,2,4,PU,S2,0.625
EEGNet,OpenBMI_MI,1,2,4,U_only,S1,0.625
EEGNet,OpenBMI_MI,1,2,4,U_only,S2,0.625
EEGNet,OpenBMI_MI,1,2,4,P_only,S1,0.578125
EEGNet,OpenBMI_MI,1,2,4,P_only,S2,0.4375
EEGNet,OpenBMI_MI,1,2,12,PU,S1,0.65625
EEGNet,OpenBMI_MI,1,2,12,PU,S2,0.5625
EEGNet,OpenBMI_MI,1,2,12,U_only,S1,0.65625
EEGNet,OpenBMI_MI,1,2,12,U_only,S2,0.5625
EEGNet,OpenBMI_MI,1,2,12,P_only,S1,0.59375
EEGNet,OpenBMI_MI,1,2,12,P_only,S2,0.515625
EEGNet,OpenBMI_MI,1,2,13,PU,S1,0.65625
EEGNet,OpenBMI_MI,1,2,13,PU,S2,0.578125
EEGNet,OpenBMI_MI,1,2,13,U_only,S1,0.65625
EEGNet,OpenBMI_MI,1,2,13,U_only,S2,0.578125
EEGNet,OpenBMI_MI,1,2,13,P_only,S1,0.40625
EEGNet,OpenBMI_MI,1,2,13,P_only,S2,0.46875
EEGNet,OpenBMI_MI,1,2,17,PU,S1,0.671875
EEGNet,OpenBMI_MI,1,2,17,PU,S2,0.59375
EEGNet,OpenBMI_MI,1,2,17,U_only,S1,0.671875
EEGNet,OpenBMI_MI,1,2,17,U_only,S2,0.59375
EEGNet,OpenBMI_MI,1,2,17,P_only,S1,0.421875
EEGNet,OpenBMI_MI,1,2,17,P_only,S2,0.53125
EEGNet,OpenBMI_MI,1,2,18,PU,S1,0.609375
EEGNet,OpenBMI_MI,1,2,18,PU,S2,0.53125
EEGNet,OpenBMI_MI,1,2,18,U_only,S1,0.609375
EEGNet,OpenBMI_MI,1,2,18,U_only,S2,0.53125
EEGNet,OpenBMI_MI,1,2,18,P_only,S1,0.5625
EEGNet,OpenBMI_MI,1,2,18,P_only,S2,0.515625
EEGNet,OpenBMI_MI,1,2,24,PU,S1,0.625
EEGNet,OpenBMI_MI,1,2,24,PU,S2,0.59375
EEGNet,OpenBMI_MI,1,2,24,U_only,S1,0.625
EEGNet,OpenBMI_MI,1,2,24,U_only,S2,0.59375
EEGNet,OpenBMI_MI,1,2,24,P_only,S1,0.53125
EEGNet,OpenBMI_MI,1,2,24,P_only,S2,0.46875
EEGNet,OpenBMI_MI,1,2,25,PU,S1,0.71875
EEGNet,OpenBMI_MI,1,2,25,PU,S2,0.921875
EEGNet,OpenBMI_MI,1,2,25,U_only,S1,0.71875
EEGNet,OpenBMI_MI,1,2,25,U_only,S2,0.921875
EEGNet,OpenBMI_MI,1,2,25,P_only,S1,0.65625
EEGNet,OpenBMI_MI,1,2,25,P_only,S2,0.609375
EEGNet,OpenBMI_MI,1,2,29,PU,S1,0.609375
EEGNet,OpenBMI_MI,1,2,29,PU,S2,0.625
EEGNet,OpenBMI_MI,1,2,29,U_only,S1,0.609375
EEGNet,OpenBMI_MI,1,2,29,U_only,S2,0.625
EEGNet,OpenBMI_MI,1,2,29,P_only,S1,0.578125
EEGNet,OpenBMI_MI,1,2,29,P_only,S2,0.59375
EEGNet,OpenBMI_MI,1,2,36,PU,S1,0.78125
EEGNet,OpenBMI_MI,1,2,36,PU,S2,0.828125
EEGNet,OpenBMI_MI,1,2,36,U_only,S1,0.78125
EEGNet,OpenBMI_MI,1,2,36,U_only,S2,0.828125
EEGNet,OpenBMI_MI,1,2,36,P_only,S1,0.5
EEGNet,OpenBMI_MI,1,2,36,P_only,S2,0.421875
EEGNet,OpenBMI_MI,1,2,37,PU,S1,0.53125
EEGNet,OpenBMI_MI,1,2,37,PU,S2,0.65625
EEGNet,OpenBMI_MI,1,2,37,U_only,S1,0.53125
EEGNet,OpenBMI_MI,1,2,37,U_only,S2,0.65625
EEGNet,OpenBMI_MI,1,2,37,P_only,S1,0.453125
EEGNet,OpenBMI_MI,1,2,37,P_only,S2,0.40625
EEGNet,OpenBMI_MI,1,2,39,PU,S1,0.734375
EEGNet,OpenBMI_MI,1,2,39,PU,S2,0.53125
EEGNet,OpenBMI_MI,1,2,39,U_only,S1,0.734375
EEGNet,OpenBMI_MI,1,2,39,U_only,S2,0.53125
EEGNet,OpenBMI_MI,1,2,39,P_only,S1,0.46875
EEGNet,OpenBMI_MI,1,2,39,P_only,S2,0.5
EEGNet,OpenBMI_MI,1,2,42,PU,S1,0.6875
EEGNet,OpenBMI_MI,1,2,42,PU,S2,0.765625
EEGNet,OpenBMI_MI,1,2,42,U_only,S1,0.6875
EEGNet,OpenBMI_MI,1,2,42,U_only,S2,0.765625
EEGNet,OpenBMI_MI,1,2,42,P_only,S1,0.53125
EEGNet,OpenBMI_MI,1,2,42,P_only,S2,0.515625
EEGNet,OpenBMI_MI,1,2,51,PU,S1,0.734375
EEGNet,OpenBMI_MI,1,2,51,PU,S2,0.6875
EEGNet,OpenBMI_MI,1,2,51,U_only,S1,0.734375
EEGNet,OpenBMI_MI,1,2,51,U_only,S2,0.6875
EEGNet,OpenBMI_MI,1,2,51,P_only,S1,0.546875
EEGNet,OpenBMI_MI,1,2,51,P_only,S2,0.5
EEGNet,OpenBMI_MI,1,2,54,PU,S1,0.609375
EEGNet,OpenBMI_MI,1,2,54,PU,S2,0.671875
EEGNet,OpenBMI_MI,1,2,54,U_only,S1,0.609375
EEGNet,OpenBMI_MI,1,2,54,U_only,S2,0.671875
EEGNet,OpenBMI_MI,1,2,54,P_only,S1,0.453125
EEGNet,OpenBMI_MI,1,2,54,P_only,S2,0.5625
EEGNet,OpenBMI_MI,2,0,4,PU,S1,0.703125
EEGNet,OpenBMI_MI,2,0,4,PU,S2,0.796875
EEGNet,OpenBMI_MI,2,0,4,U_only,S1,0.703125
EEGNet,OpenBMI_MI,2,0,4,U_only,S2,0.796875
EEGNet,OpenBMI_MI,2,0,4,P_only,S1,0.5
EEGNet,OpenBMI_MI,2,0,4,P_only,S2,0.640625
EEGNet,OpenBMI_MI,2,0,12,PU,S1,0.734375
EEGNet,OpenBMI_MI,2,0,12,PU,S2,0.6875
EEGNet,OpenBMI_MI,2,0,12,U_only,S1,0.734375
EEGNet,OpenBMI_MI,2,0,12,U_only,S2,0.6875
EEGNet,OpenBMI_MI,2,0,12,P_only,S1,0.5
EEGNet,OpenBMI_MI,2,0,12,P_only,S2,0.578125
EEGNet,OpenBMI_MI,2,0,13,PU,S1,0.5
EEGNet,OpenBMI_MI,2,0,13,PU,S2,0.703125
EEGNet,OpenBMI_MI,2,0,13,U_only,S1,0.5
EEGNet,OpenBMI_MI,2,0,13,U_only,S2,0.703125
EEGNet,OpenBMI_MI,2,0,13,P_only,S1,0.625
EEGNet,OpenBMI_MI,2,0,13,P_only,S2,0.5625
EEGNet,OpenBMI_MI,2,0,17,PU,S1,0.703125
EEGNet,OpenBMI_MI,2,0,17,PU,S2,0.484375
EEGNet,OpenBMI_MI,2,0,17,U_only,S1,0.703125
EEGNet,OpenBMI_MI,2,0,17,U_only,S2,0.484375
EEGNet,OpenBMI_MI,2,0,17,P_only,S1,0.53125
EEGNet,OpenBMI_MI,2,0,17,P_only,S2,0.4375
EEGNet,OpenBMI_MI,2,0,18,PU,S1,0.65625
EEGNet,OpenBMI_MI,2,0,18,PU,S2,0.578125
EEGNet,OpenBMI_MI,2,0,18,U_only,S1,0.65625
EEGNet,OpenBMI_MI,2,0,18,U_only,S2,0.578125
EEGNet,OpenBMI_MI,2,0,18,P_only,S1,0.5625
EEGNet,OpenBMI_MI,2,0,18,P_only,S2,0.59375
EEGNet,OpenBMI_MI,2,0,24,PU,S1,0.578125
EEGNet,OpenBMI_MI,2,0,24,PU,S2,0.625
EEGNet,OpenBMI_MI,2,0,24,U_only,S1,0.578125
EEGNet,OpenBMI_MI,2,0,24,U_only,S2,0.625
EEGNet,OpenBMI_MI,2,0,24,P_only,S1,0.609375
EEGNet,OpenBMI_MI,2,0,24,P_only,S2,0.46875
EEGNet,OpenBMI_MI,2,0,25,PU,S1,0.625
EEGNet,OpenBMI_MI,2,0,25,PU,S2,0.984375
EEGNet,OpenBMI_MI,2,0,25,U_only,S1,0.625
EEGNet,OpenBMI_MI,2,0,25,U_only,S2,0.984375
EEGNet,OpenBMI_MI,2,0,25,P_only,S1,0.75
EEGNet,OpenBMI_MI,2,0,25,P_only,S2,0.703125
EEGNet,OpenBMI_MI,2,0,29,PU,S1,0.453125
EEGNet,OpenBMI_MI,2,0,29,PU,S2,0.5
EEGNet,OpenBMI_MI,2,0,29,U_only,S1,0.453125
EEGNet,OpenBMI_MI,2,0,29,U_only,S2,0.5
EEGNet,OpenBMI_MI,2,0,29,P_only,S1,0.59375
EEGNet,OpenBMI_MI,2,0,29,P_only,S2,0.578125
EEGNet,OpenBMI_MI,2,0,36,PU,S1,0.671875
EEGNet,OpenBMI_MI,2,0,36,PU,S2,0.65625
EEGNet,OpenBMI_MI,2,0,36,U_only,S1,0.671875
EEGNet,OpenBMI_MI,2,0,36,U_only,S2,0.65625
EEGNet,OpenBMI_MI,2,0,36,P_only,S1,0.578125
EEGNet,OpenBMI_MI,2,0,36,P_only,S2,0.546875
EEGNet,OpenBMI_MI,2,0,37,PU,S1,0.609375
EEGNet,OpenBMI_MI,2,0,37,PU,S2,0.671875
EEGNet,OpenBMI_MI,2,0,37,U_only,S1,0.609375
EEGNet,OpenBMI_MI,2,0,37,U_only,S2,0.671875
EEGNet,OpenBMI_MI,2,0,37,P_only,S1,0.515625
EEGNet,OpenBMI_MI,2,0,37,P_only,S2,0.5
EEGNet,OpenBMI_MI,2,0,39,PU,S1,0.8125
EEGNet,OpenBMI_MI,2,0,39,PU,S2,0.578125
EEGNet,OpenBMI_MI,2,0,39,U_only,S1,0.8125
EEGNet,OpenBMI_MI,2,0,39,U_only,S2,0.578125
EEGNet,OpenBMI_MI,2,0,39,P_only,S1,0.59375
EEGNet,OpenBMI_MI,2,0,39,P_only,S2,0.59375
EEGNet,OpenBMI_MI,2,0,42,PU,S1,0.609375
EEGNet,OpenBMI_MI,2,0,42,PU,S2,0.5625
EEGNet,OpenBMI_MI,2,0,42,U_only,S1,0.609375
EEGNet,OpenBMI_MI,2,0,42,U_only,S2,0.5625
EEGNet,OpenBMI_MI,2,0,42,P_only,S1,0.515625
EEGNet,OpenBMI_MI,2,0,42,P_only,S2,0.453125
EEGNet,OpenBMI_MI,2,0,51,PU,S1,0.671875
EEGNet,OpenBMI_MI,2,0,51,PU,S2,0.71875
EEGNet,OpenBMI_MI,2,0,51,U_only,S1,0.671875
EEGNet,OpenBMI_MI,2,0,51,U_only,S2,0.71875
EEGNet,OpenBMI_MI,2,0,51,P_only,S1,0.609375
EEGNet,OpenBMI_MI,2,0,51,P_only,S2,0.53125
EEGNet,OpenBMI_MI,2,0,54,PU,S1,0.546875
EEGNet,OpenBMI_MI,2,0,54,PU,S2,0.6875
EEGNet,OpenBMI_MI,2,0,54,U_only,S1,0.546875
EEGNet,OpenBMI_MI,2,0,54,U_only,S2,0.6875
EEGNet,OpenBMI_MI,2,0,54,P_only,S1,0.546875
EEGNet,OpenBMI_MI,2,0,54,P_only,S2,0.53125
EEGNet,OpenBMI_MI,2,1,4,PU,S1,0.65625
EEGNet,OpenBMI_MI,2,1,4,PU,S2,0.75
EEGNet,OpenBMI_MI,2,1,4,U_only,S1,0.65625
EEGNet,OpenBMI_MI,2,1,4,U_only,S2,0.75
EEGNet,OpenBMI_MI,2,1,4,P_only,S1,0.59375
EEGNet,OpenBMI_MI,2,1,4,P_only,S2,0.625
EEGNet,OpenBMI_MI,2,1,12,PU,S1,0.65625
EEGNet,OpenBMI_MI,2,1,12,PU,S2,0.6875
EEGNet,OpenBMI_MI,2,1,12,U_only,S1,0.65625
EEGNet,OpenBMI_MI,2,1,12,U_only,S2,0.6875
EEGNet,OpenBMI_MI,2,1,12,P_only,S1,0.578125
EEGNet,OpenBMI_MI,2,1,12,P_only,S2,0.59375
EEGNet,OpenBMI_MI,2,1,13,PU,S1,0.765625
EEGNet,OpenBMI_MI,2,1,13,PU,S2,0.71875
EEGNet,OpenBMI_MI,2,1,13,U_only,S1,0.765625
EEGNet,OpenBMI_MI,2,1,13,U_only,S2,0.71875
EEGNet,OpenBMI_MI,2,1,13,P_only,S1,0.46875
EEGNet,OpenBMI_MI,2,1,13,P_only,S2,0.46875
EEGNet,OpenBMI_MI,2,1,17,PU,S1,0.6875
EEGNet,OpenBMI_MI,2,1,17,PU,S2,0.578125
EEGNet,OpenBMI_MI,2,1,17,U_only,S1,0.6875
EEGNet,OpenBMI_MI,2,1,17,U_only,S2,0.578125
EEGNet,OpenBMI_MI,2,1,17,P_only,S1,0.703125
EEGNet,OpenBMI_MI,2,1,17,P_only,S2,0.46875
EEGNet,OpenBMI_MI,2,1,18,PU,S1,0.6875
EEGNet,OpenBMI_MI,2,1,18,PU,S2,0.703125
EEGNet,OpenBMI_MI,2,1,18,U_only,S1,0.6875
EEGNet,OpenBMI_MI,2,1,18,U_only,S2,0.703125
EEGNet,OpenBMI_MI,2,1,18,P_only,S1,0.578125
EEGNet,OpenBMI_MI,2,1,18,P_only,S2,0.4375
EEGNet,OpenBMI_MI,2,1,24,PU,S1,0.59375
EEGNet,OpenBMI_MI,2,1,24,PU,S2,0.5625
EEGNet,OpenBMI_MI,2,1,24,U_only,S1,0.59375
EEGNet,OpenBMI_MI,2,1,24,U_only,S2,0.5625
EEGNet,OpenBMI_MI,2,1,24,P_only,S1,0.515625
EEGNet,OpenBMI_MI,2,1,24,P_only,S2,0.578125
EEGNet,OpenBMI_MI,2,1,25,PU,S1,0.75
EEGNet,OpenBMI_MI,2,1,25,PU,S2,0.984375
EEGNet,OpenBMI_MI,2,1,25,U_only,S1,0.75
EEGNet,OpenBMI_MI,2,1,25,U_only,S2,0.984375
EEGNet,OpenBMI_MI,2,1,25,P_only,S1,0.453125
EEGNet,OpenBMI_MI,2,1,25,P_only,S2,0.4375
EEGNet,OpenBMI_MI,2,1,29,PU,S1,0.640625
EEGNet,OpenBMI_MI,2,1,29,PU,S2,0.546875
EEGNet,OpenBMI_MI,2,1,29,U_only,S1,0.640625
EEGNet,OpenBMI_MI,2,1,29,U_only,S2,0.546875
EEGNet,OpenBMI_MI,2,1,29,P_only,S1,0.515625
EEGNet,OpenBMI_MI,2,1,29,P_only,S2,0.5625
EEGNet,OpenBMI_MI,2,1,36,PU,S1,0.8125
EEGNet,OpenBMI_MI,2,1,36,PU,S2,0.84375
EEGNet,OpenBMI_MI,2,1,36,U_only,S1,0.8125
EEGNet,OpenBMI_MI,2,1,36,U_only,S2,0.84375
EEGNet,OpenBMI_MI,2,1,36,P_only,S1,0.5625
EEGNet,OpenBMI_MI,2,1,36,P_only,S2,0.734375
EEGNet,OpenBMI_MI,2,1,37,PU,S1,0.609375
EEGNet,OpenBMI_MI,2,1,37,PU,S2,0.640625
EEGNet,OpenBMI_MI,2,1,37,U_only,S1,0.609375
EEGNet,OpenBMI_MI,2,1,37,U_only,S2,0.640625
EEGNet,OpenBMI_MI,2,1,37,P_only,S1,0.421875
EEGNet,OpenBMI_MI,2,1,37,P_only,S2,0.515625
EEGNet,OpenBMI_MI,2,1,39,PU,S1,0.828125
EEGNet,OpenBMI_MI,2,1,39,PU,S2,0.75
EEGNet,OpenBMI_MI,2,1,39,U_only,S1,0.828125
EEGNet,OpenBMI_MI,2,1,39,U_only,S2,0.75
EEGNet,OpenBMI_MI,2,1,39,P_only,S1,0.5
EEGNet,OpenBMI_MI,2,1,39,P_only,S2,0.59375
EEGNet,OpenBMI_MI,2,1,42,PU,S1,0.71875
EEGNet,OpenBMI_MI,2,1,42,PU,S2,0.59375
EEGNet,OpenBMI_MI,2,1,42,U_only,S1,0.71875
EEGNet,OpenBMI_MI,2,1,42,U_only,S2,0.59375
EEGNet,OpenBMI_MI,2,1,42,P_only,S1,0.515625
EEGNet,OpenBMI_MI,2,1,42,P_only,S2,0.484375
EEGNet,OpenBMI_MI,2,1,51,PU,S1,0.625
EEGNet,OpenBMI_MI,2,1,51,PU,S2,0.703125
EEGNet,OpenBMI_MI,2,1,51,U_only,S1,0.625
EEGNet,OpenBMI_MI,2,1,51,U_only,S2,0.703125
EEGNet,OpenBMI_MI,2,1,51,P_only,S1,0.53125
EEGNet,OpenBMI_MI,2,1,51,P_only,S2,0.5
EEGNet,OpenBMI_MI,2,1,54,PU,S1,0.640625
EEGNet,OpenBMI_MI,2,1,54,PU,S2,0.6875
EEGNet,OpenBMI_MI,2,1,54,U_only,S1,0.640625
EEGNet,OpenBMI_MI,2,1,54,U_only,S2,0.6875
EEGNet,OpenBMI_MI,2,1,54,P_only,S1,0.5
EEGNet,OpenBMI_MI,2,1,54,P_only,S2,0.515625
EEGNet,OpenBMI_MI,2,2,4,PU,S1,0.765625
EEGNet,OpenBMI_MI,2,2,4,PU,S2,0.71875
EEGNet,OpenBMI_MI,2,2,4,U_only,S1,0.765625
EEGNet,OpenBMI_MI,2,2,4,U_only,S2,0.71875
EEGNet,OpenBMI_MI,2,2,4,P_only,S1,0.359375
EEGNet,OpenBMI_MI,2,2,4,P_only,S2,0.515625
EEGNet,OpenBMI_MI,2,2,12,PU,S1,0.671875
EEGNet,OpenBMI_MI,2,2,12,PU,S2,0.515625
EEGNet,OpenBMI_MI,2,2,12,U_only,S1,0.671875
EEGNet,OpenBMI_MI,2,2,12,U_only,S2,0.515625
EEGNet,OpenBMI_MI,2,2,12,P_only,S1,0.5625
EEGNet,OpenBMI_MI,2,2,12,P_only,S2,0.46875
EEGNet,OpenBMI_MI,2,2,13,PU,S1,0.5625
EEGNet,OpenBMI_MI,2,2,13,PU,S2,0.703125
EEGNet,OpenBMI_MI,2,2,13,U_only,S1,0.5625
EEGNet,OpenBMI_MI,2,2,13,U_only,S2,0.703125
EEGNet,OpenBMI_MI,2,2,13,P_only,S1,0.625
EEGNet,OpenBMI_MI,2,2,13,P_only,S2,0.625
EEGNet,OpenBMI_MI,2,2,17,PU,S1,0.59375
EEGNet,OpenBMI_MI,2,2,17,PU,S2,0.484375
EEGNet,OpenBMI_MI,2,2,17,U_only,S1,0.59375
EEGNet,OpenBMI_MI,2,2,17,U_only,S2,0.484375
EEGNet,OpenBMI_MI,2,2,17,P_only,S1,0.578125
EEGNet,OpenBMI_MI,2,2,17,P_only,S2,0.59375
EEGNet,OpenBMI_MI,2,2,18,PU,S1,0.578125
EEGNet,OpenBMI_MI,2,2,18,PU,S2,0.5
EEGNet,OpenBMI_MI,2,2,18,U_only,S1,0.578125
EEGNet,OpenBMI_MI,2,2,18,U_only,S2,0.5
EEGNet,OpenBMI_MI,2,2,18,P_only,S1,0.515625
EEGNet,OpenBMI_MI,2,2,18,P_only,S2,0.578125
EEGNet,OpenBMI_MI,2,2,24,PU,S1,0.671875
EEGNet,OpenBMI_MI,2,2,24,PU,S2,0.53125
EEGNet,OpenBMI_MI,2,2,24,U_only,S1,0.671875
EEGNet,OpenBMI_MI,2,2,24,U_only,S2,0.53125
EEGNet,OpenBMI_MI,2,2,24,P_only,S1,0.59375
EEGNet,OpenBMI_MI,2,2,24,P_only,S2,0.546875
EEGNet,OpenBMI_MI,2,2,25,PU,S1,0.765625
EEGNet,OpenBMI_MI,2,2,25,PU,S2,0.9375
EEGNet,OpenBMI_MI,2,2,25,U_only,S1,0.765625
EEGNet,OpenBMI_MI,2,2,25,U_only,S2,0.9375
EEGNet,OpenBMI_MI,2,2,25,P_only,S1,0.5625
EEGNet,OpenBMI_MI,2,2,25,P_only,S2,0.890625
EEGNet,OpenBMI_MI,2,2,29,PU,S1,0.53125
EEGNet,OpenBMI_MI,2,2,29,PU,S2,0.609375
EEGNet,OpenBMI_MI,2,2,29,U_only,S1,0.53125
EEGNet,OpenBMI_MI,2,2,29,U_only,S2,0.609375
EEGNet,OpenBMI_MI,2,2,29,P_only,S1,0.5625
EEGNet,OpenBMI_MI,2,2,29,P_only,S2,0.578125
EEGNet,OpenBMI_MI,2,2,36,PU,S1,0.671875
EEGNet,OpenBMI_MI,2,2,36,PU,S2,0.671875
EEGNet,OpenBMI_MI,2,2,36,U_only,S1,0.671875
EEGNet,OpenBMI_MI,2,2,36,U_only,S2,0.671875
EEGNet,OpenBMI_MI,2,2,36,P_only,S1,0.703125
EEGNet,OpenBMI_MI,2,2,36,P_only,S2,0.640625
EEGNet,OpenBMI_MI,2,2,37,PU,S1,0.609375
EEGNet,OpenBMI_MI,2,2,37,PU,S2,0.59375
EEGNet,OpenBMI_MI,2,2,37,U_only,S1,0.609375
EEGNet,OpenBMI_MI,2,2,37,U_only,S2,0.59375
EEGNet,OpenBMI_MI,2,2,37,P_only,S1,0.515625
EEGNet,OpenBMI_MI,2,2,37,P_only,S2,0.484375
EEGNet,OpenBMI_MI,2,2,39,PU,S1,0.625
EEGNet,OpenBMI_MI,2,2,39,PU,S2,0.609375
EEGNet,OpenBMI_MI,2,2,39,U_only,S1,0.625
EEGNet,OpenBMI_MI,2,2,39,U_only,S2,0.609375
EEGNet,OpenBMI_MI,2,2,39,P_only,S1,0.671875
EEGNet,OpenBMI_MI,2,2,39,P_only,S2,0.484375
EEGNet,OpenBMI_MI,2,2,42,PU,S1,0.546875
EEGNet,OpenBMI_MI,2,2,42,PU,S2,0.59375
EEGNet,OpenBMI_MI,2,2,42,U_only,S1,0.546875
EEGNet,OpenBMI_MI,2,2,42,U_only,S2,0.59375
EEGNet,OpenBMI_MI,2,2,42,P_only,S1,0.640625
EEGNet,OpenBMI_MI,2,2,42,P_only,S2,0.53125
EEGNet,OpenBMI_MI,2,2,51,PU,S1,0.78125
EEGNet,OpenBMI_MI,2,2,51,PU,S2,0.609375
EEGNet,OpenBMI_MI,2,2,51,U_only,S1,0.78125
EEGNet,OpenBMI_MI,2,2,51,U_only,S2,0.609375
EEGNet,OpenBMI_MI,2,2,51,P_only,S1,0.484375
EEGNet,OpenBMI_MI,2,2,51,P_only,S2,0.53125
EEGNet,OpenBMI_MI,2,2,54,PU,S1,0.59375
EEGNet,OpenBMI_MI,2,2,54,PU,S2,0.734375
EEGNet,OpenBMI_MI,2,2,54,U_only,S1,0.59375
EEGNet,OpenBMI_MI,2,2,54,U_only,S2,0.734375
EEGNet,OpenBMI_MI,2,2,54,P_only,S1,0.59375
EEGNet,OpenBMI_MI,2,2,54,P_only,S2,0.5
EEGNet,OpenBMI_MI,3,0,4,PU,S1,0.734375
EEGNet,OpenBMI_MI,3,0,4,PU,S2,0.75
EEGNet,OpenBMI_MI,3,0,4,U_only,S1,0.734375
EEGNet,OpenBMI_MI,3,0,4,U_only,S2,0.75
EEGNet,OpenBMI_MI,3,0,4,P_only,S1,0.765625
EEGNet,OpenBMI_MI,3,0,4,P_only,S2,0.78125
EEGNet,OpenBMI_MI,3,0,12,PU,S1,0.640625
EEGNet,OpenBMI_MI,3,0,12,PU,S2,0.59375
EEGNet,OpenBMI_MI,3,0,12,U_only,S1,0.640625
EEGNet,OpenBMI_MI,3,0,12,U_only,S2,0.59375
EEGNet,OpenBMI_MI,3,0,12,P_only,S1,0.65625
EEGNet,OpenBMI_MI,3,0,12,P_only,S2,0.578125
EEGNet,OpenBMI_MI,3,0,13,PU,S1,0.6875
EEGNet,OpenBMI_MI,3,0,13,PU,S2,0.6875
EEGNet,OpenBMI_MI,3,0,13,U_only,S1,0.6875
EEGNet,OpenBMI_MI,3,0,13,U_only,S2,0.6875
EEGNet,OpenBMI_MI,3,0,13,P_only,S1,0.78125
EEGNet,OpenBMI_MI,3,0,13,P_only,S2,0.640625
EEGNet,OpenBMI_MI,3,0,17,PU,S1,0.703125
EEGNet,OpenBMI_MI,3,0,17,PU,S2,0.515625
EEGNet,OpenBMI_MI,3,0,17,U_only,S1,0.703125
EEGNet,OpenBMI_MI,3,0,17,U_only,S2,0.515625
EEGNet,OpenBMI_MI,3,0,17,P_only,S1,0.609375
EEGNet,OpenBMI_MI,3,0,17,P_only,S2,0.484375
EEGNet,OpenBMI_MI,3,0,18,PU,S1,0.609375
EEGNet,OpenBMI_MI,3,0,18,PU,S2,0.5625
EEGNet,OpenBMI_MI,3,0,18,U_only,S1,0.609375
EEGNet,OpenBMI_MI,3,0,18,U_only,S2,0.5625
EEGNet,OpenBMI_MI,3,0,18,P_only,S1,0.640625
EEGNet,OpenBMI_MI,3,0,18,P_only,S2,0.625
EEGNet,OpenBMI_MI,3,0,24,PU,S1,0.703125
EEGNet,OpenBMI_MI,3,0,24,PU,S2,0.5
EEGNet,OpenBMI_MI,3,0,24,U_only,S1,0.703125
EEGNet,OpenBMI_MI,3,0,24,U_only,S2,0.5
EEGNet,OpenBMI_MI,3,0,24,P_only,S1,0.671875
EEGNet,OpenBMI_MI,3,0,24,P_only,S2,0.421875
EEGNet,OpenBMI_MI,3,0,25,PU,S1,0.78125
EEGNet,OpenBMI_MI,3,0,25,PU,S2,0.953125
EEGNet,OpenBMI_MI,3,0,25,U_only,S1,0.78125
EEGNet,OpenBMI_MI,3,0,25,U_only,S2,0.953125
EEGNet,OpenBMI_MI,3,0,25,P_only,S1,0.6875
EEGNet,OpenBMI_MI,3,0,25,P_only,S2,0.921875
EEGNet,OpenBMI_MI,3,0,29,PU,S1,0.484375
EEGNet,OpenBMI_MI,3,0,29,PU,S2,0.515625
EEGNet,OpenBMI_MI,3,0,29,U_only,S1,0.484375
EEGNet,OpenBMI_MI,3,0,29,U_only,S2,0.515625
EEGNet,OpenBMI_MI,3,0,29,P_only,S1,0.578125
EEGNet,OpenBMI_MI,3,0,29,P_only,S2,0.5
EEGNet,OpenBMI_MI,3,0,36,PU,S1,0.609375
EEGNet,OpenBMI_MI,3,0,36,PU,S2,0.75
EEGNet,OpenBMI_MI,3,0,36,U_only,S1,0.609375
EEGNet,OpenBMI_MI,3,0,36,U_only,S2,0.75
EEGNet,OpenBMI_MI,3,0,36,P_only,S1,0.625
EEGNet,OpenBMI_MI,3,0,36,P_only,S2,0.8125
EEGNet,OpenBMI_MI,3,0,37,PU,S1,0.53125
EEGNet,OpenBMI_MI,3,0,37,PU,S2,0.53125
EEGNet,OpenBMI_MI,3,0,37,U_only,S1,0.53125
EEGNet,OpenBMI_MI,3,0,37,U_only,S2,0.53125
EEGNet,OpenBMI_MI,3,0,37,P_only,S1,0.625
EEGNet,OpenBMI_MI,3,0,37,P_only,S2,0.453125
EEGNet,OpenBMI_MI,3,0,39,PU,S1,0.71875
EEGNet,OpenBMI_MI,3,0,39,PU,S2,0.59375
EEGNet,OpenBMI_MI,3,0,39,U_only,S1,0.71875
EEGNet,OpenBMI_MI,3,0,39,U_only,S2,0.59375
EEGNet,OpenBMI_MI,3,0,39,P_only,S1,0.75
EEGNet,OpenBMI_MI,3,0,39,P_only,S2,0.578125
EEGNet,OpenBMI_MI,3,0,42,PU,S1,0.671875
EEGNet,OpenBMI_MI,3,0,42,PU,S2,0.609375
EEGNet,OpenBMI_MI,3,0,42,U_only,S1,0.671875
EEGNet,OpenBMI_MI,3,0,42,U_only,S2,0.609375
EEGNet,OpenBMI_MI,3,0,42,P_only,S1,0.6875
EEGNet,OpenBMI_MI,3,0,42,P_only,S2,0.609375
EEGNet,OpenBMI_MI,3,0,51,PU,S1,0.65625
EEGNet,OpenBMI_MI,3,0,51,PU,S2,0.671875
EEGNet,OpenBMI_MI,3,0,51,U_only,S1,0.65625
